,Date_imp,Category_name,name,price,merchant,brand,currency,weight
138,2017-08-29 16:00:00,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,bhphotovideo.com,WD,USD,1.32 lb
139,2017-08-19 09:00:00,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,bhphotovideo.com,WD,USD,1.32 lb
140,2017-12-08 01:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",51.99,Walmart.com,Alpine,USD,5.2 pounds
141,2017-10-30 18:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",99.99,Walmart.com,Alpine,USD,5.2 pounds
142,2017-10-28 19:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",99.99,Walmart.com,Alpine,USD,5.2 pounds
143,2017-10-25 00:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",99.99,Walmart.com,Alpine,USD,5.2 pounds
144,2017-10-21 12:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",99.99,Walmart.com,Alpine,USD,5.2 pounds
145,2017-07-23 06:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",99.99,Walmart.com,Alpine,USD,5.2 pounds
146,2017-11-16 18:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",44.35,Walmart.com,Alpine,USD,5.2 pounds
147,2017-11-11 22:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",44.35,Walmart.com,Alpine,USD,5.2 pounds
148,2017-04-04 09:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",66.99,Bestbuy.com,Alpine,USD,5.2 pounds
149,2017-03-30 01:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,Bestbuy.com,Alpine,USD,5.2 pounds
150,2017-03-15 17:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,Bestbuy.com,Alpine,USD,5.2 pounds
151,2017-03-10 16:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,Bestbuy.com,Alpine,USD,5.2 pounds
152,2017-03-04 01:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,Bestbuy.com,Alpine,USD,5.2 pounds
153,2017-03-03 14:00:00,"car, speaker, subwoofer","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""",79.99,Bestbuy.com,Alpine,USD,5.2 pounds
